Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Monte Carlo Masters,2002-04-15,Masters,Outdoor,Clay,1st Round,3,Zabaleta M.,Federer R.,Federer R.,69,11,-1,-1,2.733333333333333,1.3666666666666665,6-7 4-6    
Monte Carlo Masters,2002-04-15,Masters,Outdoor,Clay,2nd Round,3,Nalbandian D.,Federer R.,Nalbandian D.,35,11,-1,-1,1.9224999999999999,1.7292500000000002,6-2 6-1    
Rome TMS,2002-05-06,Masters,Outdoor,Clay,1st Round,3,Federer R.,Gaudenzi A.,Gaudenzi A.,11,58,-1,-1,1.3433333333333335,2.8166666666666664,4-6 4-6    
Hamburg TMS,2002-05-13,Masters,Outdoor,Clay,1st Round,3,Federer R.,Lapentti N.,Federer R.,14,29,-1,-1,1.7266666666666666,1.8733333333333333,6-1 6-4    
Hamburg TMS,2002-05-13,Masters,Outdoor,Clay,2nd Round,3,Ulihrach B.,Federer R.,Federer R.,42,14,-1,-1,2.233333333333333,1.5233333333333334,3-6 0-6    
Hamburg TMS,2002-05-13,Masters,Outdoor,Clay,3rd Round,3,Federer R.,Voinea A.,Federer R.,14,67,-1,-1,1.22,3.533333333333333,7-5 6-4    
Hamburg TMS,2002-05-13,Masters,Outdoor,Clay,Quarterfinals,3,Kuerten G.,Federer R.,Federer R.,7,14,-1,-1,1.4333333333333333,2.433333333333333,0-6 6-1 2-6   
Hamburg TMS,2002-05-13,Masters,Outdoor,Clay,Semifinals,3,Federer R.,Mirnyi M.,Federer R.,14,39,-1,-1,1.36,2.716666666666667,6-4 6-4    
Hamburg TMS,2002-05-13,Masters,Outdoor,Clay,The Final,5,Safin M.,Federer R.,Federer R.,5,14,-1,-1,1.5266666666666666,2.2333333333333334,1-6 3-6 4-6   
French Open,2002-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Arazi H.,Federer R.,Arazi H.,45,8,-1,-1,4.85,1.085,6-3 6-2 6-4   
Gerry Weber Open,2002-06-10,International,Outdoor,Grass,1st Round,3,Dreekmann H.,Federer R.,Federer R.,-1,10,-1,-1,-1.0,-1.0,7-6 3-6 4-6   
Gerry Weber Open,2002-06-10,International,Outdoor,Grass,2nd Round,3,Federer R.,Prinosil D.,Federer R.,10,206,-1,-1,1.2433333333333334,3.2999999999999994,6-2 6-4    
Gerry Weber Open,2002-06-10,International,Outdoor,Grass,Quarterfinals,3,Youzhny M.,Federer R.,Federer R.,67,10,-1,-1,2.716666666666667,1.36,3-6 4-6    
Gerry Weber Open,2002-06-10,International,Outdoor,Grass,Semifinals,3,Kiefer N.,Federer R.,Kiefer N.,66,10,-1,-1,2.8000000000000003,1.3333333333333333,4-6 6-4 6-4   
Ordina Open,2002-06-17,International,Outdoor,Grass,1st Round,3,Krajicek R.,Federer R.,Federer R.,-1,9,-1,-1,3.3000000000000003,1.2433333333333334,2-6 5-7    
Ordina Open,2002-06-17,International,Outdoor,Grass,Quarterfinals,3,Schalken S.,Federer R.,Schalken S.,31,9,-1,-1,2.9,1.3166666666666667,3-6 7-5 6-3   
Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Ancic M.,Ancic M.,9,154,-1,-1,1.063,8.0,3-6 6-7 3-6   
Gstaad Open,2002-07-08,International,Outdoor,Clay,1st Round,3,Federer R.,Arazi H.,Federer R.,11,46,-1,-1,1.444,2.625,6-4 6-3    
Gstaad Open,2002-07-08,International,Outdoor,Clay,2nd Round,3,Federer R.,Stepanek R.,Stepanek R.,11,110,-1,-1,1.286,3.5,6-3 3-6 2-6   
Toronto TMS,2002-07-29,Masters,Outdoor,Hard,1st Round,3,Canas G.,Federer R.,Canas G.,19,10,-1,-1,2.375,1.533,7-6 7-5    
Cincinnati TMS,2002-08-05,Masters,Outdoor,Hard,1st Round,3,Federer R.,Ljubicic I.,Ljubicic I.,14,34,-1,-1,1.5,2.5,6-2 4-6 3-6   
TD Waterhouse Cup,2002-08-19,International,Outdoor,Hard,2nd Round,3,Massu N.,Federer R.,Massu N.,65,13,-1,-1,2.75,1.4,6-7 6-1 6-3   
US Open,2002-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Vanek J.,Federer R.,Federer R.,157,13,-1,-1,6.5,1.1,1-6 3-6 6-4 5-7  
US Open,2002-08-26,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Chang M.,Federer R.,13,132,-1,-1,1.222,4.0,6-3 6-1 6-3   
US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Malisse X.,Federer R.,Federer R.,19,13,-1,-1,2.25,1.571,6-4 3-6 4-6 4-6  
US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Mirnyi M.,Federer R.,Mirnyi M.,34,13,-1,-1,3.25,1.364,6-3 7-6 6-4   
Kremlin Cup,2002-09-30,International,Indoor,Carpet,1st Round,3,Golovanov D.,Federer R.,Federer R.,167,13,-1,-1,-1.0,-1.0,0-6 1-6    
Kremlin Cup,2002-09-30,International,Indoor,Carpet,2nd Round,3,Federer R.,Nieminen J.,Federer R.,13,35,-1,-1,1.4,2.75,6-1 6-4    
Kremlin Cup,2002-09-30,International,Indoor,Carpet,Quarterfinals,3,Federer R.,Safin M.,Safin M.,13,4,-1,-1,1.8,1.909,5-7 4-6    
CA Tennis Trophy,2002-10-07,International Gold,Indoor,Hard,1st Round,3,Federer R.,Krajan Z.,Federer R.,13,115,-1,-1,1.1,6.0,7-5 6-1    
CA Tennis Trophy,2002-10-07,International Gold,Indoor,Hard,2nd Round,3,Robredo T.,Federer R.,Federer R.,36,13,-1,-1,3.5,1.286,2-6 7-6 4-6   
CA Tennis Trophy,2002-10-07,International Gold,Indoor,Hard,Quarterfinals,3,Federer R.,Ulihrach B.,Federer R.,13,73,-1,-1,1.333,3.25,6-3 6-3    
CA Tennis Trophy,2002-10-07,International Gold,Indoor,Hard,Semifinals,3,Moya C.,Federer R.,Federer R.,9,13,-1,-1,2.1,1.667,2-6 3-6    
CA Tennis Trophy,2002-10-07,International Gold,Indoor,Hard,The Final,5,Federer R.,Novak J.,Federer R.,13,12,-1,-1,1.5,2.5,6-4 6-1 3-6 6-4  
Madrid Masters,2002-10-14,Masters,Indoor,Hard,2nd Round,3,Rios M.,Federer R.,Federer R.,25,7,-1,-1,2.625,1.444,4-6 2-6    
Madrid Masters,2002-10-14,Masters,Indoor,Hard,3rd Round,3,Federer R.,Lapentti N.,Federer R.,7,30,-1,-1,1.286,3.5,6-3 6-4    
Madrid Masters,2002-10-14,Masters,Indoor,Hard,Quarterfinals,3,Federer R.,Santoro F.,Santoro F.,7,50,-1,-1,1.286,3.5,5-7 3-6    
Swiss Indoors,2002-10-21,International,Indoor,Carpet,1st Round,3,Federer R.,Verkerk M.,Federer R.,8,92,-1,-1,-1.0,-1.0,6-3 6-3    
Swiss Indoors,2002-10-21,International,Indoor,Carpet,2nd Round,3,Waske A.,Federer R.,Federer R.,143,8,-1,-1,5.0,1.143,3-6 6-7    
Swiss Indoors,2002-10-21,International,Indoor,Carpet,Quarterfinals,3,Federer R.,Roddick A.,Federer R.,8,12,-1,-1,1.571,2.25,7-6 6-1    
Swiss Indoors,2002-10-21,International,Indoor,Carpet,Semifinals,3,Federer R.,Nalbandian D.,Nalbandian D.,8,18,-1,-1,1.364,3.0,7-6 5-7 3-6   
BNP Paribas,2002-10-28,Masters,Indoor,Carpet,2nd Round,3,Federer R.,Malisse X.,Federer R.,8,26,-1,-1,1.286,3.5,6-2 6-4    
BNP Paribas,2002-10-28,Masters,Indoor,Carpet,3rd Round,3,Haas T.,Federer R.,Federer R.,7,8,-1,-1,-1.0,-1.0,2-6 6-7    
BNP Paribas,2002-10-28,Masters,Indoor,Carpet,Quarterfinals,3,Hewitt L.,Federer R.,Hewitt L.,1,8,-1,-1,1.533,2.375,6-4 6-4    
Masters Cup,2002-11-11,Masters Cup,Indoor,Hard,Round Robin,3,Ferrero J.C.,Federer R.,Federer R.,4,6,-1,-1,2.375,1.533,3-6 4-6    
Masters Cup,2002-11-11,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Johansson T.,Federer R.,6,14,-1,-1,1.364,3.0,6-3 7-5    
Masters Cup,2002-11-11,Masters Cup,Indoor,Hard,Round Robin,3,Novak J.,Federer R.,Federer R.,7,6,-1,-1,2.25,1.571,0-6 6-4 2-6   
Masters Cup,2002-11-11,Masters Cup,Indoor,Hard,Semifinals,3,Hewitt L.,Federer R.,Hewitt L.,1,6,-1,-1,1.615,2.2,7-5 5-7 7-5   
Qatar Exxon Mobil Open,2002-12-31,International,Outdoor,Hard,1st Round,3,Stoliarov A.,Federer R.,Federer R.,139,6,-1,-1,5.0,1.143,2-6 7-6 4-6   
Qatar Exxon Mobil Open,2003-01-01,International,Outdoor,Hard,2nd Round,3,Federer R.,Kratochvil M.,Federer R.,6,69,-1,-1,1.167,4.5,6-4 6-4    
Qatar Exxon Mobil Open,2003-01-02,International,Outdoor,Hard,Quarterfinals,3,Federer R.,Gambill J.M.,Gambill J.M.,6,42,-1,-1,1.286,3.5,4-6 5-7    
adidas International,2003-01-07,International,Outdoor,Hard,1st Round,3,Squillari F.,Federer R.,Squillari F.,81,6,-1,-1,5.0,1.143,6-2 6-3    
Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Saretta F.,Federer R.,Federer R.,83,6,-1,-1,5.5,1.125,6-7 5-7 3-6   
Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Burgsmuller L.,Federer R.,6,76,-1,-1,1.1,6.5,6-3 6-0 6-3   
Australian Open,2003-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Vinciguerra A.,Federer R.,Federer R.,145,6,-1,-1,-1.0,-1.0,3-6 4-6 2-6   
Australian Open,2003-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Federer R.,Nalbandian D.,12,6,-1,-1,2.75,1.4,6-4 3-6 6-1 1-6 6-3 
Open 13,2003-02-13,International,Indoor,Hard,2nd Round,3,Nieminen J.,Federer R.,Federer R.,35,6,-1,-1,3.5,1.286,3-6 3-6    
Open 13,2003-02-14,International,Indoor,Hard,Quarterfinals,3,Federer R.,Sluiter R.,Federer R.,6,78,-1,-1,1.222,4.0,6-4 4-6 6-4   
Open 13,2003-02-15,International,Indoor,Hard,Semifinals,3,Kucera K.,Federer R.,Federer R.,62,6,-1,-1,2.625,1.444,6-7 3-6    
Open 13,2003-02-16,International,Indoor,Hard,The Final,3,Federer R.,Bjorkman J.,Federer R.,6,86,-1,-1,1.4,2.75,6-2 7-6    
ABN AMRO World Tennis Tournament,2003-02-19,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Federer R.,Federer R.,71,5,-1,-1,2.75,1.4,6-3 3-6 4-6   
ABN AMRO World Tennis Tournament,2003-02-20,International Gold,Indoor,Hard,2nd Round,3,Federer R.,Santoro F.,Federer R.,5,32,-1,-1,1.364,3.0,6-0 6-4    
ABN AMRO World Tennis Tournament,2003-02-21,International Gold,Indoor,Hard,Quarterfinals,3,Schalken S.,Federer R.,Federer R.,19,5,-1,-1,2.75,1.4,2-6 4-6    
ABN AMRO World Tennis Tournament,2003-02-22,International Gold,Indoor,Hard,Semifinals,3,Mirnyi M.,Federer R.,Mirnyi M.,46,5,-1,-1,3.5,1.286,5-7 6-3 6-4   
Dubai Championships,2003-02-26,International Gold,Outdoor,Hard,1st Round,3,Labadze I.,Federer R.,Federer R.,103,5,-1,-1,5.0,1.143,3-6 3-6    
Dubai Championships,2003-02-27,International Gold,Outdoor,Hard,2nd Round,3,Federer R.,Abel M.,Federer R.,5,217,-1,-1,1.071,7.5,6-4 7-5    
Dubai Championships,2003-02-28,International Gold,Outdoor,Hard,Quarterfinals,3,Arazi H.,Federer R.,Federer R.,113,5,-1,-1,3.75,1.25,5-7 3-6    
Dubai Championships,2003-03-01,International Gold,Outdoor,Hard,Semifinals,3,Federer R.,Ljubicic I.,Federer R.,5,60,-1,-1,1.4,2.75,6-3 6-2    
Dubai Championships,2003-03-01,International Gold,Outdoor,Hard,The Final,3,Novak J.,Federer R.,Federer R.,10,5,-1,-1,2.5,1.5,1-6 6-7    
Pacific Life Open,2003-03-11,Masters,Outdoor,Hard,1st Round,3,Federer R.,Mantilla F.,Federer R.,4,46,-1,-1,1.2,4.333,6-7 6-4 4-1   
Pacific Life Open,2003-03-12,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Kuerten G.,Kuerten G.,4,24,-1,-1,1.571,2.25,5-7 6-7    
NASDAQ-100 Open,2003-03-22,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Horna L.,Federer R.,4,82,-1,-1,1.08,7.0,6-2 7-5    
NASDAQ-100 Open,2003-03-25,Masters,Outdoor,Hard,3rd Round,3,Chela J.I.,Federer R.,Federer R.,33,4,-1,-1,3.5,1.286,1-6 6-3 1-6   
NASDAQ-100 Open,2003-03-25,Masters,Outdoor,Hard,4th Round,3,Federer R.,Schalken S.,Federer R.,4,14,-1,-1,1.286,3.5,6-3 6-2    
NASDAQ-100 Open,2003-03-28,Masters,Outdoor,Hard,Quarterfinals,3,Federer R.,Costa A.,Costa A.,4,9,-1,-1,1.8,1.909,6-7 6-4 6-7   
Monte Carlo Masters,2003-04-15,Masters,Outdoor,Clay,1st Round,3,Nadal R.,Kucera K.,Nadal R.,109,49,-1,-1,1.52525,2.235,6-1 6-2    
Monte Carlo Masters,2003-04-16,Masters,Outdoor,Clay,2nd Round,3,Costa A.,Nadal R.,Nadal R.,7,109,-1,-1,1.2,4.33,5-7 3-6    
Monte Carlo Masters,2003-04-17,Masters,Outdoor,Clay,3rd Round,3,Coria G.,Nadal R.,Coria G.,26,109,-1,-1,1.4,2.75,7-6 6-2    
Open Seat Godo,2003-04-23,International Gold,Outdoor,Clay,2nd Round,3,Nadal R.,Corretja A.,Corretja A.,96,17,-1,-1,2.2,1.615,6-3 2-6 1-6   
BMW Open,2003-04-29,International,Outdoor,Clay,1st Round,3,Federer R.,Krajan Z.,Federer R.,5,103,-1,-1,1.167,4.5,6-4 6-3    
BMW Open,2003-05-01,International,Outdoor,Clay,2nd Round,3,Sluiter R.,Federer R.,Federer R.,66,5,-1,-1,5.5,1.125,4-6 3-6    
BMW Open,2003-05-02,International,Outdoor,Clay,Quarterfinals,3,Federer R.,Youzhny M.,Federer R.,5,30,-1,-1,1.25,3.75,6-2 6-3    
BMW Open,2003-05-03,International,Outdoor,Clay,Semifinals,3,Koubek S.,Federer R.,Federer R.,63,5,-1,-1,3.75,1.25,2-6 1-6    
BMW Open,2003-05-04,International,Outdoor,Clay,The Final,3,Federer R.,Nieminen J.,Federer R.,5,35,-1,-1,1.286,3.5,6-1 6-4    
Telecom Italia Masters Roma,2003-05-06,Masters,Outdoor,Clay,1st Round,3,Mathieu P.,Federer R.,Federer R.,43,5,-1,-1,5.0,1.143,3-6 5-7    
Telecom Italia Masters Roma,2003-05-07,Masters,Outdoor,Clay,2nd Round,3,Federer R.,Zabaleta M.,Federer R.,5,39,-1,-1,1.25,3.75,7-6 6-2    
Telecom Italia Masters Roma,2003-05-08,Masters,Outdoor,Clay,3rd Round,3,Robredo T.,Federer R.,Federer R.,19,5,-1,-1,2.75,1.4,1-6 1-6    
Telecom Italia Masters Roma,2003-05-09,Masters,Outdoor,Clay,Quarterfinals,3,Federer R.,Volandri F.,Federer R.,5,100,-1,-1,1.1412499999999999,4.5625,6-3 5-7 6-2   
Telecom Italia Masters Roma,2003-05-10,Masters,Outdoor,Clay,Semifinals,3,Ferrero J.C.,Federer R.,Federer R.,3,5,-1,-1,1.571,2.25,2-6 2-4    
Telecom Italia Masters Roma,2003-05-11,Masters,Outdoor,Clay,The Final,5,Mantilla F.,Federer R.,Mantilla F.,47,5,-1,-1,3.25,1.333,7-5 6-2 7-6   
Hamburg TMS,2003-05-12,Masters,Outdoor,Clay,1st Round,3,Mathieu P.H.,Nadal R.,Nadal R.,44,87,-1,-1,2.625,1.444,5-7 4-6    
Hamburg TMS,2003-05-13,Masters,Outdoor,Clay,1st Round,3,Federer R.,Mirnyi M.,Federer R.,5,28,-1,-1,1.333,3.25,6-3 6-3    
Hamburg TMS,2003-05-14,Masters,Outdoor,Clay,2nd Round,3,Sargsian S.,Federer R.,Federer R.,72,5,-1,-1,5.0,1.143,1-6 1-6    
Hamburg TMS,2003-05-14,Masters,Outdoor,Clay,2nd Round,3,Nadal R.,Moya C.,Nadal R.,87,4,-1,-1,3.5,1.286,7-5 6-4    
Hamburg TMS,2003-05-15,Masters,Outdoor,Clay,3rd Round,3,Nadal R.,Gaudio G.,Gaudio G.,87,29,-1,-1,2.75,1.4,2-6 2-6    
Hamburg TMS,2003-05-15,Masters,Outdoor,Clay,3rd Round,3,Philippoussis M.,Federer R.,Philippoussis M.,67,5,-1,-1,3.75,1.25,6-3 2-6 6-3   
French Open,2003-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Horna L.,Horna L.,5,88,-1,-1,1.083,7.0,6-7 2-6 6-7   
Gerry Weber Open,2003-06-10,International,Outdoor,Grass,1st Round,3,Federer R.,Sargsian S.,Federer R.,5,61,-1,-1,1.1,6.5,7-5 6-1    
Gerry Weber Open,2003-06-12,International,Outdoor,Grass,2nd Round,3,Vicente F.,Federer R.,Federer R.,62,5,-1,-1,3.5,1.286,6-4 2-6 1-6   
Gerry Weber Open,2003-06-13,International,Outdoor,Grass,Quarterfinals,3,Federer R.,El Aynaoui Y.,Federer R.,5,24,-1,-1,1.333,3.25,7-5 7-6    
Gerry Weber Open,2003-06-14,International,Outdoor,Grass,Semifinals,3,Youzhny M.,Federer R.,Federer R.,29,5,-1,-1,-1.0,-1.0,6-4 6-7 2-6   
Gerry Weber Open,2003-06-15,International,Outdoor,Grass,The Final,3,Federer R.,Kiefer N.,Federer R.,5,73,-1,-1,1.167,4.5,6-1 6-3    
Wimbledon,2003-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Nadal R.,Nadal R.,68,76,-1,-1,1.222,4.0,3-6 4-6 6-4 4-6  
Wimbledon,2003-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Lee H.T.,Federer R.,5,55,-1,-1,1.111,6.0,6-3 6-3 7-6   
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Childs L.,Nadal R.,Nadal R.,489,76,-1,-1,3.0,1.364,2-6 4-6 3-6   
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Koubek S.,Federer R.,5,70,-1,-1,1.083,7.0,7-5 6-1 6-1   
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,Srichaphan P.,Srichaphan P.,76,11,-1,-1,1.833,1.833,4-6 4-6 2-6   
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Fish M.,Federer R.,5,45,-1,-1,1.222,4.0,6-3 6-1 4-6 6-1  
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Lopez F.,Federer R.,Federer R.,52,5,-1,-1,5.5,1.125,6-7 4-6 4-6   
Wimbledon,2003-07-03,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Schalken S.,Federer R.,5,12,-1,-1,1.286,3.75,6-3 6-4 6-4   
Wimbledon,2003-07-04,Grand Slam,Outdoor,Grass,Semifinals,5,Roddick A.,Federer R.,Federer R.,6,5,-1,-1,1.667,2.2,6-7 3-6 3-6   
Wimbledon,2003-07-06,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Philippoussis M.,Federer R.,5,48,-1,-1,1.5,2.625,7-6 6-2 7-6   
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Nadal R.,Nadal R.,21,61,-1,-1,1.667,2.1,3-6 6-4 3-6   
Swedish Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Nadal R.,Portas A.,Nadal R.,61,83,-1,-1,1.333,3.25,6-0 6-4    
Swedish Open,2003-07-11,International,Outdoor,Clay,Quarterfinals,3,Nadal R.,Lapentti N.,Lapentti N.,61,76,-1,-1,1.444,2.625,6-3 3-6 6-7   
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Federer R.,Lopez M.,Federer R.,3,190,-1,-1,1.063,7.0,6-3 6-7 6-3   
Allianz Suisse Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Lisnard J.R.,Federer R.,Federer R.,99,3,-1,-1,7.0,1.083,1-6 2-6    
Allianz Suisse Open,2003-07-12,International,Outdoor,Clay,Semifinals,3,Federer R.,Gaudio G.,Federer R.,3,27,-1,-1,1.571,2.25,6-1 7-6    
Allianz Suisse Open,2003-07-13,International,Outdoor,Clay,The Final,5,Federer R.,Novak J.,Novak J.,3,10,-1,-1,1.286,3.5,7-5 3-6 3-6 6-1 3-6 
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,1st Round,3,Nadal R.,Petzschner P.,Nadal R.,56,317,-1,-1,1.071,7.5,7-5 6-1    
Mercedes Cup,2003-07-16,International Gold,Outdoor,Clay,2nd Round,3,Nadal R.,Gonzalez F.,Gonzalez F.,56,14,-1,-1,2.0,1.727,2-6 6-3 2-6   
Croatia Open,2003-07-22,International,Outdoor,Clay,1st Round,3,Nadal R.,Voinea A.,Nadal R.,58,137,-1,-1,1.2,4.0,6-3 1-0    
Croatia Open,2003-07-23,International,Outdoor,Clay,2nd Round,3,Puerta M.,Nadal R.,Nadal R.,100,58,-1,-1,3.75,1.25,2-6 4-6    
Croatia Open,2003-07-25,International,Outdoor,Clay,Quarterfinals,3,Nadal R.,Norman M.,Nadal R.,58,86,-1,-1,1.143,5.0,6-3 6-4    
Croatia Open,2003-07-26,International,Outdoor,Clay,Semifinals,3,Nadal R.,Moya C.,Moya C.,58,4,-1,-1,2.625,1.444,4-6 4-6    
Montreal TMS,2003-08-05,Masters,Outdoor,Hard,1st Round,3,Federer R.,Gaudio G.,Federer R.,3,28,-1,-1,1.111,6.0,6-4 3-6 7-5   
Montreal TMS,2003-08-07,Masters,Outdoor,Hard,2nd Round,3,Rusedski G.,Federer R.,Federer R.,60,3,-1,-1,3.0,1.364,4-6 3-6    
Montreal TMS,2003-08-07,Masters,Outdoor,Hard,3rd Round,3,Federer R.,Robredo T.,Federer R.,3,15,-1,-1,1.25,3.75,6-4 6-3    
Montreal TMS,2003-08-08,Masters,Outdoor,Hard,Quarterfinals,3,Mirnyi M.,Federer R.,Federer R.,32,3,-1,-1,3.75,1.25,2-6 6-7    
Montreal TMS,2003-08-09,Masters,Outdoor,Hard,Semifinals,3,Roddick A.,Federer R.,Roddick A.,7,3,-1,-1,2.375,1.533,6-4 3-6 7-6   
Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Draper S.,Federer R.,Federer R.,114,2,-1,-1,6.5,1.1,6-4 3-6 6-7   
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Nalbandian D.,Federer R.,Nalbandian D.,14,2,-1,-1,3.0,1.364,7-6 7-6    
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Federer R.,Federer R.,75,2,-1,-1,10.0,1.03,7-5 3-6 3-6 0-2  
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Vicente F.,Nadal R.,45,61,-1,-1,1.4,2.75,6-4 6-3 6-3   
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,El Aynaoui Y.,El Aynaoui Y.,45,21,-1,-1,2.2,1.615,6-7 3-6 6-7   
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Lisnard J.R.,Federer R.,2,94,-1,-1,1.03,10.0,6-1 6-2 6-0   
US Open,2003-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Federer R.,Federer R.,35,2,-1,-1,3.5,1.28,3-6 6-7 3-6   
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Federer R.,Nalbandian D.,13,2,-1,-1,3.0,1.364,3-6 7-6 6-4 6-3  
Grand Prix de Lyon,2003-10-06,International,Indoor,Carpet,1st Round,3,Nadal R.,Hrbaty D.,Hrbaty D.,47,62,-1,-1,1.6556666666666666,2.026666666666667,3-6 5-7    
CA Tennis Trophy,2003-10-07,International Gold,Indoor,Hard,1st Round,3,Federer R.,Ferrer D.,Federer R.,3,75,-1,-1,1.083,7.0,6-2 6-2    
CA Tennis Trophy,2003-10-09,International Gold,Indoor,Hard,2nd Round,3,Beck K.,Federer R.,Federer R.,70,3,-1,-1,7.5,1.071,3-6 6-4 4-6   
CA Tennis Trophy,2003-10-10,International Gold,Indoor,Hard,Quarterfinals,3,Federer R.,Nieminen J.,Federer R.,3,30,-1,-1,1.167,4.5,6-3 6-3    
CA Tennis Trophy,2003-10-11,International Gold,Indoor,Hard,Semifinals,3,Mirnyi M.,Federer R.,Federer R.,28,3,-1,-1,4.0,1.222,2-6 6-7    
CA Tennis Trophy,2003-11-12,International Gold,Indoor,Hard,The Final,5,Federer R.,Moya C.,Federer R.,3,7,-1,-1,1.364,3.0,6-3 6-3 6-3   
Madrid Masters,2003-10-13,Masters,Indoor,Hard,1st Round,3,Nadal R.,Corretja A.,Corretja A.,49,127,-1,-1,1.571,2.25,2-6 6-3 4-6   
Madrid Masters,2003-10-15,Masters,Indoor,Hard,2nd Round,3,Federer R.,Corretja A.,Federer R.,3,127,-1,-1,1.083,7.0,6-4 6-3    
Madrid Masters,2003-10-16,Masters,Indoor,Hard,3rd Round,3,Fish M.,Federer R.,Federer R.,25,3,-1,-1,4.0,1.222,3-6 6-7    
Madrid Masters,2003-10-17,Masters,Indoor,Hard,Quarterfinals,3,Federer R.,Lopez F.,Federer R.,3,35,-1,-1,1.222,4.0,4-6 7-6 6-4   
Madrid Masters,2003-10-18,Masters,Indoor,Hard,Semifinals,3,Federer R.,Ferrero J.C.,Ferrero J.C.,3,1,-1,-1,1.5,2.5,4-6 6-4 4-6   
Swiss Indoors,2003-10-21,International,Indoor,Carpet,1st Round,3,Federer R.,Rosset M.,Federer R.,3,117,-1,-1,1.1,6.5,6-1 6-3    
Swiss Indoors,2003-10-22,International,Indoor,Carpet,1st Round,3,Nadal R.,Lopez F.,Lopez F.,48,30,-1,-1,2.875,1.364,6-3 3-6 6-7   
Swiss Indoors,2003-10-23,International,Indoor,Carpet,2nd Round,3,Ljubicic I.,Federer R.,Ljubicic I.,47,3,-1,-1,4.5,1.167,7-6 6-7 6-4   
BNP Paribas,2003-10-29,Masters,Indoor,Carpet,2nd Round,3,Ascione T.,Federer R.,Federer R.,106,3,-1,-1,7.0,1.083,6-7 1-6    
BNP Paribas,2003-10-30,Masters,Indoor,Carpet,3rd Round,3,Federer R.,Verkerk M.,Federer R.,3,16,-1,-1,1.111,6.0,6-7 7-6 7-6   
BNP Paribas,2003-10-31,Masters,Indoor,Carpet,Quarterfinals,3,Federer R.,Henman T.,Henman T.,3,31,-1,-1,1.5,2.5,6-7 1-6    
Masters Cup,2003-11-11,Masters Cup,Outdoor,Hard,Round Robin,3,Federer R.,Agassi A.,Federer R.,3,5,-1,-1,1.727,2.0,6-7 6-3 7-6   
Masters Cup,2003-11-12,Masters Cup,Outdoor,Hard,Round Robin,3,Nalbandian D.,Federer R.,Federer R.,8,3,-1,-1,2.0,1.727,3-6 0-6    
Masters Cup,2003-11-14,Masters Cup,Outdoor,Hard,Round Robin,3,Federer R.,Ferrero J.C.,Federer R.,3,2,-1,-1,1.4,2.75,6-3 6-1    
